isim,dogum_yeri,aktif_sehir,arama_sehri,tip,Spotify_ID,Spotify_Isim,Followers,Popularity,Genres,Spotify_Tur,Wikipedia_Tur,EveryNoise_Tur
Chronomad,"İstanbul, İstanbul, Turkey","München, Bayern, Germany",İstanbul,solo,3jWd7UhxvxyLu4jpFuc2oS,Chronomad,611.0,5.0,,,,
fatih ihlamur,,,,,6v4fbdAjakeAep81SGFXhB,Fatih Ihlamur,610.0,19.0,,,,
nurdan torun,,,,,1uT4yFGc3ALVcoSMVZswzY,Nurdan Torun,609.0,5.0,"traditional folk, arabesk","traditional folk, arabesk",,
gülcan kaya,,,,,1OJugUzI1dmVJFvua2WB3p,Gülcan Kaya,609.0,2.0,traditional music,,halk,turkish folk
eylül biçer,,,,,4jvqdASv06QHr9IiX5UKUC,Eylül Biçer,608.0,5.0,free jazz,free jazz,,
birkaç i̇yi adam,,,,,5c8r9eDCu5NUX7FJJGaLS0,Birkaç İyi Adam,608.0,3.0,turkish pop,turkish pop,"dance, pop, dans",
ahmet üstün,,,,,4xq4oxReJivCJjTGFBRpyJ,Ahmet Üstün,608.0,4.0,arabesk,turkish hip hop,,
fındık buse katılmış,,,,,3Mp6zD6KVpQVrB0GvxFKGs,Fındık Buse Katılmış,608.0,1.0,arabesk,arabesk,,
nazan sıvacı,,,,,4mwxsI7ZPCy0VOANWmhKmB,Nazan Sıvacı,607.0,1.0,,,klasik,
İsmail İpek,"Afşin, Kahramanmaraş, Turkey",,Kahramanmaraş,solo,5V6qiCeS0F9guHex6STPc7,İsmail İpek,607.0,2.0,oyun havasi,,,
Tunç Öndemir,,"İstanbul, İstanbul, Turkey",İstanbul,solo,3G6RFB8iwDAMWOV9iAZ6HC,Tunç Öndemir,606.0,12.0,,,,
Çağatay Akyol,"Balıkesir, Balıkesir, Turkey",,Balıkesir,solo,4tT6Ua9DlutDgfhB42YkEn,Çağatay Akyol,605.0,4.0,,,,
ergüder yoldaş,,,,,2UTTPg8eUrxqkDVAdqWeCI,Ergüder Yoldaş,604.0,9.0,anatolian rock,anatolian rock,,
stefan addo,,,,,5hdbaMhz6CP6OutMancTph,Stefan Addo,604.0,8.0,"melodic techno, melodic house, progressive house","melodic techno, melodic house, progressive house",,
İsmet Nedim,"Samsun, Samsun, Turkey",,Samsun,solo,7tsBNJz41NvKeDWpIDYzJn,İsmet Nedim,603.0,3.0,arabesk,,,
Marten Yorgantz,"İstanbul, İstanbul, Turkey",,İstanbul,solo,3zRievg2l8kWXKCVlr1wax,Marten Yorgantz,603.0,6.0,,,,
Decoy,"İstanbul, İstanbul, Turkey",,İstanbul,solo,2KImdYSoFxqPiEt7yD9iwV,Decoy,603.0,7.0,turkish hip hop,,,
Hayati Kafe,"İstanbul, Turkey",,İstanbul,solo,3O7vdac8bffumlmbE1ZYRE,Hayati Kafe,601.0,4.0,,,,
ergün şenlendirici,,,,,0yYJIbXYEzfO1Ixuakg3mQ,Ergün Şenlendirici,601.0,20.0,"karadeniz folk, turkish pop","karadeniz folk, turkish pop",,
serkan sönmezocak,,,,,7JPGBUn2QHOuTG782fHPXu,Serkan Sönmezocak,601.0,4.0,,,,
Cüneyt Sepetçi,,"İstanbul, İstanbul, Turkey",İstanbul,solo,45i02u8Qs8dKEtcgoQ31Yp,Cüneyt Sepetçi,601.0,4.0,"oyun havasi, traditional folk","oyun havasi, traditional folk",,
Gräfin,,"İstanbul, İstanbul, Turkey",İstanbul,solo,01jSWBVjNjCIRk7BXKfpWZ,Gräfin,600.0,1.0,"minimal techno, hard techno",,,
yılmaz onur,,,,,7J0YAycclDjql3JrH143tN,Yılmaz Onur,600.0,3.0,turkish hip hop,,,
akarte,,,,,45WrRztGOSdFv4YLLMWHPW,akarte,599.0,18.0,turkish hip hop,turkish hip hop,,
Eisbaer,,"İstanbul, İstanbul, Turkey",İstanbul,solo,0m7zIZso0fkCszNBALVd3G,Eisbaer,599.0,2.0,,,,
Abolish,"Ankara, Ankara, Turkey",,Ankara,grup,41V9CRBaShInUKrEL3B3k0,Abolish,599.0,0.0,death metal,,,
Saint Kitten,,"İzmir, İzmir, Turkey",İzmir,solo,0ShxIYX8EjbqnfrXMx0PLq,Saint Kitten,597.0,11.0,,,,
tamer çıray,,,,,1LF7fMSyOdA0SEUmuaw0Se,Tamer Çıray,597.0,11.0,,,,
seray sever,,,,,2vqKNafIeVl4nEtMkRR9OY,seray sever,597.0,2.0,turkish pop,turkish pop,,deep turkish pop
Ceytengri,,"İstanbul, İstanbul, Turkey",İstanbul,solo,1RcwG0CDa8RgpteVjcPGKR,Ceytengri,595.0,0.0,,,,
can dedeoğlu,,,,,3NH9ypR6QzCRCp8m9fFizO,Can Dedeoğlu,595.0,3.0,,,,turkish singer-songwriter
halit kakınç,,,,,2IrMP8mO9RvBGMrQLdNh6V,Halit Kakınç,591.0,6.0,anatolian rock,anatolian rock,,
Yüksel Didikoğlu,,"Ankara, Ankara, Turkey",Ankara,solo,6VBvDrlLUcUmwLOOOIPDzi,Yüksel Didikoğlu,591.0,10.0,arabesk,,,
ychorus,,,,,4wv3sOyxULJglCUq6kV98q,Ychorus,588.0,1.0,,,,
laedri,,,,,466B4gPHmlzhb39ceeRmdw,Laedri,587.0,1.0,turkish hip hop,turkish hip hop,rap,
müfide inselel,,,,,4nn1AvoZvZXrlkwPgSeEue,Müfide Inselel,587.0,3.0,turkish pop,turkish pop,,turkish singer-songwriter
aytac turkut,,,,,4P02yxj5KzLm7xMaL3BX5x,Aytac Turkut,587.0,23.0,,,,turkish trap
Hünkar Makamı Ensemble,"Ankara, Ankara, Turkey",,Ankara,grup,2gZp3WyQGEkJZhid6Xi83Q,Hünkar Makamı Ensemble,587.0,5.0,,,,
kadıköy acil,,,,,7sVhkTo2vBftXLdD30IQFm,Kadıköy Acil,586.0,12.0,turkish hip hop,turkish hip hop,,
volkan hürsever,,,,,75ZSIqj8G14KDYC8aQaGHU,Volkan Hürsever,586.0,17.0,free jazz,free jazz,,turkish jazz
viia,,,,,5eeTYeyOBsMMg5Co5atFOg,VIIA,585.0,4.0,"melodic techno, melodic house, indie dance",uk funky,,
Djanan Turan,"Adana, Adana, Turkey","London, Greater London, United Kingdom",Adana,solo,67YEGYsuLrrQ4AzqMjBdpG,Djanan Turan,585.0,6.0,,,,
Nilgün Özer,,"Ankara, Ankara, Turkey",Ankara,solo,0ck47BPS6qKkajr2sIXz1a,Nilgun Ozer,584.0,1.0,,,,turkish singer-songwriter
Plastic Ideas,,"İstanbul, İstanbul, Turkey",İstanbul,solo,557HGwYIELKbvipvxA0wkr,Plastic Ideas,583.0,4.0,"progressive rock, shoegaze",,,
Can Varol,"Sakarya, Adapazarı, Turkey",,Sakarya,solo,3qI7GQpxc0fM7vtb6la06O,Can Varol,583.0,0.0,turkish hip hop,,,
Çiçek Çocuk,,"İstanbul, İstanbul, Turkey",İstanbul,solo,5rUbbL0zt9nfJnUJbrD441,Çiçek Çocuk,582.0,0.0,cold wave,,,
gülay özer,,,,,6827CtD8LfG38kAXl22dFA,Gülay Özer,582.0,9.0,"karadeniz folk, oyun havasi","karadeniz folk, oyun havasi",,
i̇brahim yazıcı,,,,,0RUXWwLZib83r99XQi5QCC,İbrahim Yazıcı,581.0,25.0,opera,opera,,
Bahadırhan Koçer,,"İstanbul, İstanbul, Turkey",İstanbul,solo,0lZ4MekxxiAsZL23fO4H9h,Bahadırhan Koçer,579.0,2.0,dub techno,dub techno,,
mehmet özkaya,,,,,0ZpReAdmGKA0T9o2Iigy3h,Mehmet Özkaya,577.0,11.0,tango,tango,,
canbey,,,,,48UCVOVTfogQ9rjDk4pI5S,CanBey,576.0,16.0,,,,
Rain to Rust,,"İstanbul, İstanbul, Turkey",İstanbul,solo,47T2NLxDhuiqOs21aQbn1R,Rain To Rust,574.0,1.0,"cold wave, darkwave, post-punk, deathrock, gothic rock",,,
Erdem Yetim,"İstanbul, İstanbul, Turkey",,İstanbul,solo,6o242UNcJqVlVr6hWqeaKz,Erdem Yetim,572.0,8.0,"indie dance, melodic techno","indie dance, melodic techno, melodic house",,
can karadoğan,,,,,6cAMPvx37VpjvK12FRmLNG,Can Karadoğan,572.0,3.0,,,,
nu park,,,,,73vhYnptWj4n79ONgx2609,Nu Park,571.0,3.0,organic house,k-rap,"funk, alternatif, hip-hop, metal",
Evrim Demirel,"İzmir, İzmir, Turkey",,İzmir,solo,0x9m6BaNMVmBirzqVFvhgl,Evrim Demirel,571.0,1.0,,,,
murana,,,,,7AcgQXdfVuaVH7buE3Z3Ky,MURANA,570.0,16.0,slap house,,,
Anıl Jungle,,"İstanbul, İstanbul, Turkey",İstanbul,solo,3fvjwnn6JCgXkVF0M69j9p,Anıl Jungle,569.0,6.0,turkish hip hop,,,
"Always, Then","İstanbul, İstanbul, Turkey",,İstanbul,grup,6Exc9s9QA2b0NgDFQ7tUkw,"Always, Then",568.0,0.0,shoegaze,,,
Gökalp K,,"İstanbul, İstanbul, Turkey",İstanbul,solo,64DP57x5JI2AixM98YYvy9,Gökalp K,568.0,6.0,,,,
esma başbuğ,,,,,1c2FnJUTNXNEAzBVFpSAn7,Esma Basbug,567.0,9.0,arabesk,arabesk,,
Damla Pehlevan,,"Istanbul, İstanbul, Turkey",İstanbul,solo,72FuvqIPRNh1oqiLXbiYwy,Damla Pehlevan,567.0,5.0,,,,
Hakan Güngör,"Ankara, Ankara, Turkey","İstanbul, İstanbul, Turkey",İstanbul,solo,3ScxPTyycMLMXvTe2JzhEV,Hakan Gungor,565.0,16.0,"traditional music, early music, medieval, renaissance","traditional music, early music, medieval, renaissance",,
dj mahmut,,,,,7qB9RlRBbLO7Dx9h8L0TEo,DJ Mahmut,565.0,8.0,turkish hip hop,turkish hip hop,,turkish hip hop
tulpar,,,,,6hwXUz7j1O24IsYvgNLS1M,Tulpar,564.0,1.0,,arabesk,,turkish metal
Dionysian,"İstanbul, İstanbul, Turkey",,İstanbul,grup,7xwm7Gk2yjdR04QePDmtGl,Dionysian,563.0,0.0,,garage rock,,
Murat Cemcir,"Niksar, Tokat, Turkey",,Tokat,solo,3Hs8FRU9YazAbmhFzOlXqk,Murat Cemcir,563.0,15.0,"oyun havasi, turkish pop",,,
emrah karaca,,,,,239hUCsDBFmNlQynSrk6Yl,Emrah Karaca,562.0,4.0,anatolian rock,anatolian rock,,
Ebonsight,"İstanbul, İstanbul, Turkey",United Kingdom,İstanbul,grup,0z2c4FP4vSzvtxnVVZO4kf,Ebonsight,562.0,0.0,black metal,black metal,metal,turkish metal
Lousyd,,"İstanbul, İstanbul, Turkey",İstanbul,solo,0QgvYnb96NzllrUVPmnUSu,Lousyd,561.0,2.0,"space rock, stoner rock, southern gothic",,,
gunes ergun,,,,,6hnlZZMhsbYi5T2XDdGYhN,Gunes Ergun,561.0,10.0,"turkish pop, turkish hip hop","turkish pop, turkish hip hop",,turkish alt-pop
buse kaptanoğlu,,,,,7oNJ4LV9uulzHsjimiIukP,Buse Kaptanoğlu,561.0,0.0,turkish pop,turkish pop,pop,deep turkish pop
ayça ve elma şekerleri,,,,,51qzootQbkNAchAHYQ9Zxa,Ayça ve Elma Şekerleri,560.0,9.0,,,,
volkan gücer,,,,,06hDNtUWNKalwhtqrQ8FzM,Volkan Gücer,558.0,1.0,,,,
Necrosis,"İstanbul, İstanbul, Turkey",,İstanbul,grup,2p8fU1QIPV9nzFl1XUqobR,Necrosis,556.0,1.0,"death metal, grindcore",,,
Tomi Nite,,"İstanbul, İstanbul, Turkey",İstanbul,solo,6TbRtRib9HBcKBVCZBNmEq,Tomi Nite,556.0,17.0,turkish hip hop,,,
Chopstick Suicide,,"İstanbul, İstanbul, Turkey",İstanbul,grup,7l8Modn1X9D3VND8QnqP68,Chopstick Suicide,556.0,0.0,mathcore,mathcore,metal,turkish metal
melted,,"Ankara, Ankara, Turkey",Ankara,grup,6CCO811nV9KLsoy9GghW56,Melted,554.0,0.0,,mathcore,rap,
Emergency Broadcast,"İstanbul, İstanbul, Turkey",,İstanbul,grup,3pWsjFRb6mot6BNOfVQwkE,Emergency Broadcast,554.0,6.0,hardcore punk,"big beat, plunderphonics, industrial",,turkish metal
yurdaer doğulu,,,,,4WAKs4LjsvSbjK1PMuXF2r,yurdaer doğulu,553.0,2.0,anatolian rock,anatolian rock,,
murat ses,,,,,1Qsei1sK22tVlDpllscMdX,murat ses,553.0,2.0,anatolian rock,anatolian rock,elektronik,
Tolga Tüzün,"Istanbul, Istanbul, Turkey",,İstanbul,solo,5wY2aqIweamT7xDPXPd3Zf,Tolga Tüzün,553.0,0.0,"electroacoustic, experimental, avant-garde, contemporary classical","electroacoustic, experimental, avant-garde, contemporary classical",elektronik,
güher pekinel,,,,,3rTiRLf29vqw1tGijDHqYB,Güher Pekinel,551.0,36.0,"classical piano, classical","classical piano, classical",,
Zeyneb Altuntaş,"Samsun, Samsun, Turkey",,Samsun,solo,0lAdcsk1FPegIVsJ2ivZmO,Zeyneb Altuntaş,550.0,13.0,arabesk,,,
burak özdemir,,,,,21YMfbretjSb4Bvn2XSTQ2,Burak Ozdemir,550.0,11.0,"electronic classical, baroque, impressionism","electronic classical, baroque, impressionism",halk,
Nicola Rossi-Lemeni,"Istanbul, İstanbul, Turkey",,İstanbul,solo,01n5AdvwJa896npTFr6qST,Nicola Rossi-Lemeni,550.0,14.0,opera,,,
taşmektep,,,,,3C8c2XgN49TQWoF5garpRc,Taşmektep,550.0,0.0,thrash metal,thrash metal,,turkish metal
sedat gülcü,,,,,6GPMM6tEoQqveTVTS3j6eD,Sedat Gülcü,550.0,0.0,,,,
emre önbayraktar,,,,,217Ek3OPkSkzJNZ1mc46PI,Emre Önbayraktar,549.0,9.0,karadeniz folk,karadeniz folk,,
david şaboy,,,,,7gw8E5vji9yljzovplOPnw,David Şaboy,548.0,17.0,,,,
dostlar,,,,,2Nuim4niyKEYZS61asHVS4,Dostlar,548.0,19.0,"anatolian rock, arabesk",children's music,rock,turkish psych
Alp Aslan,"Ankara, Ankara, Turkey",,Ankara,solo,3bV5wCQTZbfwsd3SMh9qdA,Alp Aslan,548.0,0.0,,,,
GodBud,,"İstanbul, İstanbul, Turkey",İstanbul,grup,1XX2NuqhA7K6qp7cDL21hR,GodBud,545.0,0.0,"stoner metal, stoner rock, sludge metal, doom metal","stoner metal, stoner rock, sludge metal, doom metal",,turkish metal
Cem Aksel,"Ankara, Ankara, Turkey",,Ankara,solo,4p3vHDzntmAAM3QwE9YYvG,Cem Aksel,545.0,24.0,free jazz,free jazz,"caz, jazz",
No Relics,"Ankara, Ankara, Turkey",,Ankara,grup,4ds06ExOgsncjFx3qWlPR0,No Relics,545.0,0.0,,,,
Sait Büyükçınar,,"İstanbul, İstanbul, Turkey",İstanbul,solo,0bQPW0AKgqSmoJIyi9LiE6,Sait Büyükçınar,544.0,12.0,tango,,,
Black Front,"İstanbul, İstanbul, Turkey",,İstanbul,grup,1jtYlU6f7o7Z750yMvAd12,Black Front,543.0,0.0,"industrial metal, industrial","stoner metal, doom metal, stoner rock, sludge metal","enstrümantal, metal",turkish metal
Kaan Koray,,"İstanbul, İstanbul, Turkey",İstanbul,solo,0wzlWNyxUUPsH8ZruZBEK4,Kaan Koray,543.0,1.0,"progressive house, breakbeat",,,
resul balay,,,,,5uO8R3bVGsmrCmJw8foSl2,Resul Balay,542.0,2.0,arabesk,arabesk,,
ömer yener,,,,,6Vm2xDADRuOlKgAWriAuf4,Ömer Yener,541.0,6.0,,,,
kerem turkaydin,,,,,7eijGyzorCvpPnyVvGsOM3,Kerem Türkaydın,540.0,16.0,,,,
Erkan Petekkaya,"Diyarbakır, Turkey",,Diyarbakır,solo,3nx0SCrajG3aKJTCSiyw0Y,Erkan Petekkaya,540.0,28.0,"turkish pop, arabesk",,,
metin alatlı,,,,,4HerL7Kez56fr7fgQcYJFz,metin alatlı,539.0,1.0,"anatolian rock, psychedelic rock","anatolian rock, psychedelic rock",,
Axxen Conners,"Antalya, Antalya, Turkey",,Antalya,solo,1x2p9MWxXdqS694WLUWzFZ,Axxen Conners,538.0,0.0,,,,turkish metal
cumhurbaşkanlığı senfoni orkestrası,,,,,1tQ6vaRo0Vd9HaBthnNU8J,Cumhurbaşkanlığı Senfoni Orkestrası,538.0,0.0,,,,
Zeynep Talu,"İstanbul, İstanbul, Turkey",,İstanbul,solo,7fBsT1Oc73gJw8cCTqkWTa,Zeynep Talu,537.0,12.0,turkish pop,,,
Mehmet Ali Şimayli,"Istanbul, Istanbul, Turkey",,İstanbul,solo,0wcQJ0GZsAKSxTbaxK4RMg,Mehmet Ali Şimayli,537.0,5.0,oyun havasi,oyun havasi,,
marg lotfabadi,,,,,5tPmbXSh5OXIFJW8cDcesB,Marg Lotfabadi,536.0,17.0,,,,
can sanıbelli,,,,,67toD1iEdiSYi7lxIA5F8U,Can Sanıbelli,536.0,28.0,,oyun havasi,,
nilüfer verdi,,,,,6I4Rn1KGzmR0Y6vsIyAJ51,Nilüfer Verdi,536.0,1.0,,free jazz,caz,
Engin Altan Düzyatan,"İzmir, Turkey",,İzmir,solo,474CIz3nzkOsKhQFtmJ9ju,Engin Altan Düzyatan,535.0,0.0,,,,
ethem adnan ergil,,,,,5mm0ahWCm6YhgEE9gGAUwm,Ethem Adnan Ergil,535.0,10.0,,,,
Iskeletor,,"İstanbul, İstanbul, Turkey",İstanbul,solo,7abEjxQpozhmLTGNuZQHIT,Iskeletor,534.0,1.0,,,,turkish electronic
Avni Anıl,"İstanbul, İstanbul, Turkey",,İstanbul,solo,3X5ft1oWIX9NQ1zYwSV3xN,Avni Anıl,533.0,0.0,,,,
Gooseflesh,"İstanbul, İstanbul, Turkey",,İstanbul,grup,2a8PM90u39GVpbCPlOyXlR,Gooseflesh,532.0,0.0,new rave,"new rave, electroclash",,
mavi zebra,,,,,1q9Ww91ChYZr7RFudZls0A,Mavi Zebra,532.0,1.0,,,,turkish alt-pop
Fosil,,"Istanbul, Istanbul, Turkey",İstanbul,solo,6dSi17FKJ1SP3UfzQfDrpa,Fosil,531.0,1.0,,,"klasik, latin",
godmode,,,,,3ioBawjXpsnsTXqLWfF9T3,godmode,530.0,18.0,,,,turkish metal
Mustafa Kırantepe,"İzmir, İzmir, Turkey",,İzmir,solo,7obo4TbZGbnciu0nfUb6uc,Mustafa Kırantepe,529.0,22.0,arabesk,,,
Jaffer,,"İstanbul, İstanbul, Turkey",İstanbul,solo,384su3vIdgFhfwb7HBObvF,Jaffer,528.0,2.0,"melodic house, indie dance, melodic techno",,,
barlas,,,,,7svcr7IGuCyKZYwilzgx4n,barlas,527.0,16.0,turkish pop,"g-house, slap house",,
limbus,,,,,2j9i4t8JSPsU019LWoY54J,Limbus,527.0,0.0,progressive rock,"dark ambient, ambient",,
lodos,,,,,1BzpHxnyCcxknve1wqqrmc,lodos,527.0,15.0,turkish hip hop,turkish pop,,
nusret yılmaz,,,,,5X9RJSomiYdEMPGE3bvGnO,Nusret Yılmaz,526.0,1.0,,,,
sitem depresif,,,,,1bfuqY1dXUOgsOjb9evlpL,Sitem Depresif,526.0,3.0,turkish hip hop,turkish hip hop,,
Something's Wrong!,"Ankara, Ankara, Turkey",,Ankara,grup,6b8IIb10QAJ27rnfJVqLzl,Something's Wrong!,526.0,0.0,hardcore punk,,,
norm erman,,,,,0ddPK12UihwjUai2RsSV28,Norm Erman,525.0,10.0,,,,
Maegi,"Ankara, Ankara, Turkey",,Ankara,grup,18fycwFBLTJELNW0AOZpOF,Maegi,525.0,2.0,"power metal, symphonic metal",,,turkish metal
sedat erkan,,,,,5FGGh0Hc4ROmuzOBxF5Hnj,Sedat Erkan,525.0,16.0,,,,
serdar barçın,,,,,4dPKMC6dCgWTySPZvuT6I1,Serdar Barçın,522.0,3.0,,,,
timuçin şahin,,,,,3hwcZ7q00wlbz02ukgpfiV,Timuçin Şahin,522.0,0.0,free jazz,nu jazz,caz,
Metin Akdülger,"Bursa, Bursa, Turkey",,Bursa,solo,0FEcDP4V2l2ktoG1DQL5Qr,Metin Akdülger,522.0,7.0,,,,
Randy Esen,"New York, NY, United States","İstanbul, İstanbul, Turkey",İstanbul,solo,75QoaHvPRSK37t9N8WaTya,Randy Esen,521.0,4.0,,,,
oğuzhan balcı,,,,,4VTec09yuiNaHLMzwfqTKj,Oğuzhan Balcı,521.0,19.0,opera,opera,,
ezgi arıkan,,,,,3bwJHOVtO7XdqHwLYRlgEV,Ezgi Arıkan,520.0,11.0,anatolian rock,anatolian rock,,
burcu arı,,,,,6Trx1bmTmOe0YPsNoL0KGE,Burcu Arı,518.0,7.0,turkish pop,turkish pop,,
cemre kamacıoğlu,,,,,5lXfJp3u3JWGPu0spiPUbQ,Cemre Kamacıoğlu,517.0,9.0,"karadeniz folk, arabesk","karadeniz folk, arabesk",,
Cihan Tanriverdi,,"İstanbul, İstanbul, Turkey",İstanbul,solo,2lUfPg6pVII9Jv9lOndUM6,Cihan Tanrıverdi,517.0,1.0,,,,
hüseyin dilâver,,,,,7ksnuIQtJjqKzZlgSbOSkY,Hüseyin Dilaver,516.0,0.0,karadeniz folk,karadeniz folk,,
BeatMachine,,"İstanbul, İstanbul, Turkey",İstanbul,solo,6zg8igNGRg6lNDyV52apbL,Beatmachine,515.0,17.0,turkish hip hop,,,
serkan çinioğlu,,,,,7bmyAx2j29bXEoIocpQ4ZT,Serkan Çinioğlu,515.0,10.0,,,,turkish alt-pop
Fluctuosa,,"İstanbul, İstanbul, Turkey",İstanbul,solo,0VGa2tiHWk1Apo09DF8f9C,Fluctuosa,515.0,0.0,idm,,,turkish electronic
basharan,,,,,4OjVk0OfPHIdFkoHwuCL29,Basharan,514.0,3.0,,,,
Pina Tesla,,"İstanbul, İstanbul, Turkey",İstanbul,solo,4cdNLTbg5gmVILlui2cIFB,Pina Tesla,514.0,2.0,,,,
Yıldıztozu,"İstanbul, İstanbul, Turkey",,İstanbul,grup,6tS73g0Az9XB45bsJtFyY5,Yıldıztozu,512.0,1.0,,,,
coxenberg,,,,,5RWin94u3QCz9GBPfA8Yq3,Coxenberg,511.0,2.0,"indie dance, melodic techno, organic house, melodic house","indie dance, melodic techno, organic house",,
İsmail Bezirci,"Kahramanmaraş, Kahramanmaraş, Turkey","İstanbul, İstanbul, Turkey",İstanbul,solo,68qVSoGXxcBsiuSzBa69oH,İsmail Bezirci,511.0,9.0,,,,
İlhan Usmanbaş,"İstanbul, İstanbul, Turkey",,İstanbul,solo,1TD9cPaddJDZcYxh0eQWmp,İlhan Usmanbaş,511.0,0.0,,,,
Burcu Yıldız,"Eskişehir, Eskişehir, Turkey","İstanbul, İstanbul, Turkey",İstanbul,solo,1jtX5RPs88ukNrLinp7AoY,Burcu Yıldız,510.0,11.0,"oyun havasi, turkish pop, arabesk",,,
beyza yazgan,,,,,5z7bbPx8qI5tbondbDN3HW,Beyza Yazgan,509.0,7.0,,,,
nihat işıklar,,,,,2KBjRISMi6YhttYi4X1HLM,Nihat Işıklar,509.0,3.0,anatolian rock,anatolian rock,halk,
Âşık Ali İzzet Özkan,"Şarkışla, Sivas, Turkey",,Sivas,solo,5TjcDRcCdRGnXYgn606u8w,Aşık Ali İzzet Özkan,509.0,1.0,traditional music,,,
Yarkın Türk Ritm Grubu,"Istanbul, Turkey",,İstanbul,grup,7CviyZCDp7ph1uhapU8CFc,Yarkin Türk Ritm Grubu,506.0,2.0,"oyun havasi, electroacoustic",,,
Pınar Ayhan,"Diyarbakır, Diyarbakır, Turkey",,Diyarbakır,solo,5OEK8H3WjnZCx4rwp3hGDk,Pınar Ayhan,506.0,9.0,,,,
durul gence 5,,,,,1bgvHxd7jx6iTGOxH2G1a1,Durul Gence 5,505.0,8.0,"anatolian rock, turkish pop","anatolian rock, turkish pop","caz, rock",
miskinler,,,,,5KNoIhJ8lC7jWp0sFtAzmh,Miskinler,505.0,10.0,"neo-psychedelic, anatolian rock","neo-psychedelic, anatolian rock",,
tolga erzurumlu,,,,,2huTE5c51ljqEjDGVWB4KB,Tolga Erzurumlu,504.0,29.0,turkish pop,turkish pop,,
refik başaran,,,,,55DsitQO50CJf23IWF88Ns,Refik Başaran,504.0,1.0,traditional music,traditional music,,
bekçiler,,,,,4awK5dTXRwq8eLXW7ceE0s,Bekçiler,504.0,0.0,punk,punk,,
Mertcan Mertbilek,"İzmir, İzmir, Turkey","İstanbul, İstanbul, Turkey",İstanbul,solo,7D0gRtUDc6k5eqCOwaZRLb,Mertcan Mertbilek,503.0,7.0,,,,
Süleyman Turan,"İstanbul, İstanbul, Turkey",,İstanbul,solo,1cG6jazVfwL6hN04l8hHAg,Süleyman Turan,503.0,1.0,,,,
hakan polat,,,,,2L2zbu2CrxmHAzoPQC0HMV,Hakan Polat,502.0,7.0,"sufi, traditional music",sufi,,
eren alasulu,,,,,2A1eMxTSIQ0NikIKwmYlUU,Eren Alasulu,502.0,6.0,,,,
Farketmez,"İstanbul, İstanbul, Turkey",,İstanbul,grup,7d86HuYmEookUsRfnwFmls,Farketmez,501.0,3.0,turkish hip hop,,,
zümrüt,,,,,163nvG68QHKiVkJJ9qav6T,zümrüt,500.0,17.0,anatolian rock,turkish pop,ska,
rengim gökmen,,,,,0BqNDjiLETaiV9kEBPXLL5,Rengim Gökmen,500.0,24.0,opera,opera,,
efe onat,,,,,5lf9w43vQekUAYJSW3reKt,Efe Onat,499.0,2.0,,,,
Baha Yetkin,"İstanbul, İstanbul, Turkey","London, Greater London, United Kingdom",İstanbul,solo,05O341of9rRAjGWIDCw2fR,Baha Yetkin,497.0,3.0,,,,
mehmet akça,,,,,3aaR68n2omSCpabcYUSiKx,Mehmet Akça,497.0,10.0,"space music, arabesk, oyun havasi","space music, arabesk",,
erol sayan,,,,,1gRGlSRLnGBqwBAKL9sBdJ,Erol Sayan,496.0,0.0,,,,
Damocles,"İstanbul, İstanbul, Turkey",,İstanbul,grup,4zy4H9OaNIoSEh91TIDA0G,Damocles,496.0,1.0,,,,
murat durmaz,,,,,4WECkJ4JiECGVKzC6DOqWh,Murat Durmaz,496.0,0.0,,,,
turhan yükseler,,,,,5wvMb7ebLIjPXwsMOkMeRz,Turhan Yükseler,495.0,17.0,,,,
reha falay,,,,,2O4Xcbua7SM2CdT7hj5wRc,Reha Falay,494.0,24.0,,,,
Angona,"Antalya, Antalya, Turkey",,Antalya,grup,4ogchbkcsRsYKY0sYQX4wZ,Angona,493.0,2.0,,,,
Sadun Aksüt,"Merzifon, Amasya, Turkey",,Amasya,solo,3Id2DxU9LtfdhWAI3N09zg,Sadun Aksüt,493.0,4.0,,,,
Keçi K.,"Antalya, Antalya, Turkey",,Antalya,grup,3ZeY6G1n5UoIf34qV6oKRn,Keçi K.,493.0,1.0,progressive rock,,,
esra dalfidan,,,,,5Q1DZbyuWLVFC5vphQIoRc,Esra Dalfidan,492.0,3.0,,,caz,
Raci Alkır,"Erzurum, Erzurum, Turkey",,Erzurum,solo,0iO1gkv1hOUvJhtj2LZV8x,Raci Alkır,492.0,7.0,,,halk,
Tilbe Saran,"İstanbul, İstanbul, Turkey",,İstanbul,solo,1rjHnUn8wcJBOw8FDKVLs2,Tilbe Saran,492.0,8.0,,,,
evren penez,,,,,1461B7dk0oyEH6ybMUKlDC,Evren Penez,491.0,1.0,turkish hip hop,turkish hip hop,,turkish trap
Sinemis,"İstanbul, İstanbul, Turkey","London, Greater London, United Kingdom",İstanbul,solo,5JBdGvRexlKHt7OJdjjWkh,Sinemis,491.0,3.0,,,,
Taha Duymaz,"Yayladağı, Hatay, Turkey",,Hatay,solo,4HqLPglzh4yINCEUe2Db89,Taha Duymaz,488.0,0.0,,,,
murat ertel,,,,,0xL4lPu0avBlTeNCXUA5B5,murat ertel,487.0,7.0,"anatolian rock, jam band","anatolian rock, jam band",,
